iteration,n_agents,c0,m0,s0,mx0,mn0
449,50,14,0.394742,0.223377,0.759274,0.0375774
450,50,15,0.394522,0.215787,0.759115,0.037725
451,50,15,0.394496,0.215771,0.758956,0.0378732
452,50,15,0.39447,0.215754,0.758797,0.0380224
453,50,14,0.394596,0.223308,0.758637,0.0381723
454,50,15,0.394418,0.21572,0.758478,0.0383226
455,50,14,0.394523,0.223274,0.758318,0.0384736
456,50,15,0.394367,0.215687,0.758157,0.0386252
457,50,15,0.394341,0.21567,0.757997,0.0387774
458,50,14,0.394414,0.223221,0.757835,0.0389303
459,50,15,0.394289,0.215636,0.757674,0.0390835
460,50,14,0.394341,0.223186,0.757513,0.0392374
461,50,14,0.387569,0.221669,0.757351,0.0393919
462,50,13,0.3871,0.230016,0.757188,0.0395472
463,50,14,0.387535,0.221641,0.757026,0.0397031
464,50,13,0.387045,0.229986,0.756863,0.0398597
465,50,14,0.387502,0.221613,0.7567,0.0400166
466,50,14,0.387485,0.221598,0.756537,0.0401741
467,50,13,0.386963,0.229941,0.756374,0.0403318
468,50,14,0.387453,0.22157,0.756211,0.0404902
469,50,13,0.386909,0.22991,0.756048,0.0406492
470,50,14,0.38742,0.221541,0.755884,0.0408089
471,50,13,0.386854,0.229879,0.755721,0.0409692
472,50,14,0.387388,0.221512,0.755557,0.0411302
473,50,14,0.387372,0.221497,0.755393,0.0412916
474,50,13,0.386773,0.229833,0.755229,0.0414536
475,50,14,0.38734,0.221467,0.755065,0.0416161
476,50,13,0.38672,0.229801,0.754901,0.0417793
477,50,14,0.387309,0.221437,0.754737,0.0419431
478,50,13,0.386666,0.229769,0.754572,0.0421074
479,50,14,0.387278,0.221407,0.754407,0.0422724
480,50,13,0.386613,0.229736,0.754242,0.0424382
481,50,14,0.387247,0.221377,0.754077,0.0426045
482,50,14,0.387232,0.221361,0.753912,0.0427715
483,50,14,0.387216,0.221346,0.753746,0.0429388
484,50,13,0.386507,0.229671,0.75358,0.0431063
485,50,14,0.387186,0.221315,0.753414,0.0432742
486,50,13,0.386454,0.229638,0.753248,0.0434424
487,50,14,0.387156,0.221284,0.753081,0.0436113
488,50,13,0.386401,0.229604,0.752914,0.0437808
489,50,14,0.387125,0.221252,0.752748,0.0439505
490,50,13,0.386349,0.229571,0.752581,0.0441207
491,50,14,0.387095,0.221221,0.752414,0.0442915
492,50,14,0.38708,0.221205,0.752247,0.044463
493,50,13,0.38627,0.22952,0.75208,0.044635
494,50,14,0.387051,0.221174,0.751913,0.0448075
495,50,14,0.387036,0.221158,0.751746,0.0449803
496,50,14,0.387021,0.221142,0.751578,0.0451533
497,50,13,0.386166,0.229452,0.751411,0.0453264
498,50,14,0.386992,0.221111,0.751243,0.0455001
499,50,13,0.386114,0.229418,0.751075,0.0456742
500,50,14,0.386963,0.221079,0.750907,0.0458486
501,50,14,0.386948,0.221062,0.750739,0.0460236
502,50,14,0.386934,0.221046,0.750571,0.0461989
503,50,14,0.38692,0.22103,0.750403,0.0463746
504,50,13,0.385984,0.229331,0.750234,0.0465507
505,50,14,0.386891,0.220998,0.750066,0.046727
506,50,14,0.386876,0.220981,0.749897,0.0469035
507,50,14,0.386862,0.220965,0.749728,0.0470805
508,50,14,0.386848,0.220949,0.74956,0.047258
509,50,13,0.385855,0.229243,0.749391,0.0474356
510,50,14,0.386819,0.220916,0.749222,0.0476133
511,50,13,0.385803,0.229208,0.749053,0.0477914
512,50,14,0.386791,0.220883,0.748884,0.0479699
513,50,13,0.385752,0.229172,0.748714,0.0481487
514,50,14,0.386764,0.22085,0.748545,0.0483279
